VendorName,VendorNumber,Brand,PurchasePrice,PurchaseQuantity,PurchaseDollars,Price,Volume,PricePurchasePrice,InvoiceQuantity,InvoiceDollars,TotalFreight,TotalSalesDollar,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,Description,TotalProfit
CANDIA VINEYARDS           ,90046,11480,10.06,462.0,4647.719999999998,14.99,750.0,10.06,2609.0,36588.01000000002,194.13000000000005,6640.569999999942,5096.599999999957,443.0,48.95999999999984,Candia Vyds Noiret Vault RSV,1992.849999999944
SIDNEY FRANK IMPORTING CO  ,3089,5054,1.42,3273.0,4647.660000000001,1.99,50.0,1.42,186464.0,1715908.8799999997,8549.550000000001,12369.839999999436,5850.599999999592,6216.0,319.15000000001027,Jagermeister Spice,7722.1799999994355
SAZERAC NORTH AMERICA INC. ,660,4365,0.73,6365.0,4646.449999999999,0.99,50.0,0.73,503931.0,3537977.55,17932.329999999994,2226.5100000000057,882.0900000000066,2249.0,116.15999999999865,Calypso Silver Rum,-2419.9399999999932
PINE STATE TRADING CO      ,7153,27220,77.41,60.0,4644.599999999999,119.99,750.0,77.41,424427.0,3129071.589999999,15884.819999999998,229.98,114.99,2.0,0.22,Poggio Antico 10 Rsva BdMont,-4414.62
PINE STATE TRADING CO      ,7153,17617,10.34,449.0,4642.659999999998,15.99,750.0,10.34,424427.0,3129071.589999999,15884.819999999998,7242.489999999967,4259.349999999971,451.0,50.05999999999992,Nostor Tinto Priorat,2599.829999999969
FREDERICK WILDMAN & SONS   ,9744,25426,13.33,348.0,4638.84,19.99,750.0,13.33,70932.0,759449.24,3999.9299999999994,1619.1900000000005,1199.4000000000003,81.0,8.950000000000006,Fattoire Barbi 13 MdScansano,-3019.6499999999996
MARTIGNETTI COMPANIES,4425,14666,11.68,397.0,4636.959999999999,19.99,750.0,11.68,2640411.0,27861690.019999996,144929.24,7258.129999999958,4967.339999999967,387.0,42.759999999999884,Raymond Family Clsc Cab Svgn,2621.169999999959
PERFECTA WINES             ,10754,26804,27.58,168.0,4633.44,39.99,750.0,27.58,553116.0,5665501.530000001,28720.52,4318.919999999991,3439.1399999999926,108.0,11.909999999999991,L Aubry Fils Brut 1er Cru,-314.5200000000086
CONSTELLATION BRANDS INC   ,1392,13693,7.58,611.0,4631.380000000001,10.99,750.0,7.58,2325892.0,15573917.899999999,79528.99,6142.649999999945,4567.009999999953,535.0,59.11999999999982,Toasted Head Untamed Red,1511.269999999944
DIAGEO NORTH AMERICA INC   ,3960,1779,46.76,99.0,4629.24,64.99,750.0,46.76,5459788.0,50959796.849999994,257032.07000000007,6434.00999999999,4549.299999999992,99.0,78.05000000000005,Forged Oak Bourbon Whiskey,1804.7699999999904
MARTIGNETTI COMPANIES,4425,22645,22.36,207.0,4628.52,33.99,750.0,22.36,2640411.0,27861690.019999996,144929.24,5144.389999999988,3374.9399999999905,161.0,17.84999999999998,Gaston & Ravaut Bourgog Vlg,515.8699999999872
M S WALKER INC             ,9552,27163,7.14,648.0,4626.719999999998,10.99,750.0,7.14,1372841.0,10935817.3,55551.819999999985,2989.2799999999925,1879.2900000000013,272.0,30.179999999999943,Rio Madre 14 Rioja Tempranlo,-1637.440000000006
STE MICHELLE WINE ESTATES  ,8673,37422,75.81,61.0,4624.41,115.99,750.0,75.81,419822.0,3086650.7,15919.700000000003,4647.619999999998,2913.7599999999984,38.0,4.220000000000001,Stags Leap Fay Cab Svgn Napa,23.209999999998217
VINEYARD BRANDS INC        ,1587,17024,8.72,530.0,4621.6,12.99,750.0,8.72,172290.0,1207114.3199999998,6070.089999999999,6843.70999999995,4338.61999999996,529.0,58.60999999999988,Marques de Caceres Albarino,2222.1099999999497
PERFECTA WINES             ,10754,27367,13.79,335.0,4619.649999999999,19.99,375.0,13.79,553116.0,5665501.530000001,28720.52,2858.569999999995,2138.93,143.0,8.299999999999988,Ch Haut Bommes Sauternes 10,-1761.0800000000036
MARTIGNETTI COMPANIES,4425,39334,10.45,442.0,4618.9,16.99,750.0,10.45,2640411.0,27861690.019999996,144929.24,6523.919999999963,4125.419999999973,408.0,45.17999999999989,Michael David Chard,1905.0199999999631
PERNOD RICARD USA          ,17035,1667,153.84,30.0,4615.2,199.99,750.0,153.84,1647558.0,24124091.56,123780.21999999997,11749.529999999992,10999.559999999992,47.0,37.11999999999997,Redbreast 21 Yr Old Irish,7134.329999999992
PALM BAY INTERNATIONAL INC ,6785,23423,6.8,678.0,4610.400000000001,10.99,750.0,6.8,375697.0,2693984.3300000005,13605.409999999998,8522.859999999922,5041.189999999939,814.0,90.34999999999985,Santa Rita RSV Chard,3912.459999999922
SURVILLE ENTERPRISES CORP  ,8735,16592,11.18,412.0,4606.159999999996,19.99,750.0,11.18,6504.0,51325.769999999975,263.32,6997.139999999953,5431.99999999996,386.0,42.629999999999875,B & G Sauternes,2390.979999999957
CONSTELLATION BRANDS INC   ,1392,11443,5.33,864.0,4605.120000000003,7.99,750.0,5.33,2325892.0,15573917.899999999,79528.99,7078.17999999993,4547.089999999939,842.0,93.41999999999987,Ravenswood Petite Sirah Vnts,2473.0599999999276
M S WALKER INC             ,9552,26391,5.15,894.0,4604.100000000005,7.99,750.0,5.15,1372841.0,10935817.3,55551.819999999985,8214.9799999999,4318.159999999934,1102.0,122.48999999999985,Pepperwood Grove Chard,3610.8799999998946
PERFECTA WINES             ,10754,19577,9.45,487.0,4602.150000000001,14.99,750.0,9.45,553116.0,5665501.530000001,28720.52,7130.219999999949,4734.829999999962,478.0,52.99999999999985,Forma de Art Red,2528.069999999949
PERFECTA WINES             ,10754,27316,54.66,84.0,4591.44,81.99,750.0,54.66,553116.0,5665501.530000001,28720.52,1147.86,819.9,14.0,1.55,W Selyum Pnt Nr Eastside Rd,-3443.58
SAZERAC CO INC             ,8004,2961,58.82,78.0,4587.96,79.99,750.0,58.82,1417727.0,9916770.259999998,50293.62000000002,7019.22,89.99,78.0,61.42,W.Laure Weller KY Bourbon,2431.26
STATE WINE & SPIRITS   ,653,23795,10.8,424.0,4579.2,19.99,750.0,10.8,154092.0,1529682.0400000003,8014.98,13671.449999999906,7035.599999999933,855.0,95.12999999999987,Casa Silva Carmenere,9092.249999999905
PALM BAY INTERNATIONAL INC ,6785,26419,2.41,1898.0,4574.180000000003,3.49,187.0,2.41,375697.0,2693984.3300000005,13605.409999999998,5849.239999999942,2394.139999999983,1676.0,47.87000000000018,Roscato Rosso,1275.0599999999386
M S WALKER INC             ,9552,25691,7.33,623.0,4566.59,10.99,750.0,7.33,1372841.0,10935817.3,55551.819999999985,6846.769999999981,2154.0399999999995,623.0,69.77000000000001,Tineta Avante 10 Tinto Fino,2280.179999999981
SOUTHERN WINE & SPIRITS NE ,2000,24684,15.53,294.0,4565.820000000001,22.99,750.0,15.53,406875.0,3740617.3799999994,19016.59,4593.039999999984,3166.64999999999,196.0,21.72999999999996,F Coppola Vendetta Cab/Malbc,27.219999999982974
M S WALKER INC             ,9552,24486,12.49,365.0,4558.85,18.99,750.0,12.49,1372841.0,10935817.3,55551.819999999985,2943.449999999995,2126.8799999999997,155.0,17.14999999999998,Farmstead Long Meadow Chard,-1615.4000000000055
VINILANDIA USA             ,90024,16560,8.78,519.0,4556.819999999999,12.99,750.0,8.78,59428.0,548855.3700000002,2802.6400000000003,6785.2799999999625,4280.019999999968,472.0,52.2999999999999,Badenhorst Secateurs Chen Bl,2228.4599999999637
MARTIGNETTI COMPANIES,4425,41372,9.73,468.0,4553.640000000004,16.99,750.0,9.73,2640411.0,27861690.019999996,144929.24,6460.689999999973,3747.4999999999764,431.0,47.85999999999992,Fleur Petite Sirah Californa,1907.0499999999693
SOUTHERN WINE & SPIRITS NE ,2000,27579,43.33,105.0,4549.65,64.99,750.0,43.33,406875.0,3740617.3799999994,19016.59,7739.839999999993,4205.3699999999935,116.0,12.929999999999994,Zenato Amarone,3190.1899999999932
E & J GALLO WINERY         ,3252,33879,6.45,705.0,4547.249999999992,9.99,1500.0,6.45,1858260.0,12289608.089999998,61966.909999999996,7048.039999999937,4544.509999999948,696.0,155.32999999999973,Gallo Twin Valley Wh Merlot,2500.7899999999454
PERFECTA WINES             ,10754,24047,5.8,784.0,4547.2,8.99,750.0,5.8,553116.0,5665501.530000001,28720.52,7012.199999999921,4926.519999999932,780.0,86.2599999999998,Kikkoman Plum Wine,2464.999999999921
MARTIGNETTI COMPANIES,4425,13061,126.17,36.0,4542.12,187.99,750.0,126.17,2640411.0,27861690.019999996,144929.24,8459.55,3759.7999999999984,45.0,5.0200000000000005,P Michael Les Pavots Est Brd,3917.4299999999994
DUGGANS DISTILLED PRODUCTS ,2496,1766,0.73,6221.0,4541.329999999997,0.99,50.0,0.73,18814.0,184296.5,939.2699999999998,5676.659999999797,2061.1800000000144,5734.0,296.95000000000493,Duggans Dew O Kirkintilloch,1135.3299999997998
DIAGEO CHATEAU ESTATE WINES,1590,18572,8.21,553.0,4540.130000000001,11.99,750.0,8.21,187841.0,1365472.8299999996,7259.75,1653.4700000000005,122.58999999999993,553.0,62.20000000000001,Butterfly Kiss Moscato,-2886.6600000000008
ULTRA BEVERAGE COMPANY LLP ,9165,25736,5.47,830.0,4540.1,7.99,750.0,5.47,1077527.0,13210613.930000002,68054.70000000003,5696.869999999966,2604.739999999987,713.0,79.3699999999999,Moulin de Gassac Guilhem Red,1156.7699999999659
M S WALKER INC             ,9552,23045,16.33,278.0,4539.74,24.99,750.0,16.33,1372841.0,10935817.3,55551.819999999985,6247.499999999979,3873.4499999999844,250.0,27.699999999999942,El Enemigo 11 Cab Franc Mend,1707.7599999999793
FREDERICK WILDMAN & SONS   ,9744,19364,11.72,387.0,4535.6399999999985,16.99,750.0,11.72,70932.0,759449.24,3999.9299999999994,4748.15999999998,2305.819999999996,334.0,37.16999999999993,Luigi Bosca Chard,212.51999999998134
PREMIER DISTRIBUTORS       ,7154,23514,9.05,501.0,4534.049999999998,13.49,750.0,9.05,5916.0,84530.87000000001,432.37000000000006,5733.2499999999845,2212.3599999999983,425.0,47.48999999999996,Plantaze Vranac ProCorde Red,1199.1999999999862
M S WALKER INC             ,9552,4844,41.98,108.0,4533.840000000001,54.99,750.0,41.98,1372841.0,10935817.3,55551.819999999985,659.88,604.89,12.0,9.469999999999999,Monteru Triple Toast Brandy,-3873.960000000001
TREASURY WINE ESTATES      ,9819,23231,37.16,122.0,4533.5199999999995,54.99,750.0,37.16,497770.0,2978686.399999999,14836.570000000005,14217.479999999976,6228.879999999984,252.0,28.03999999999995,Stags Leap The Investor Red,9683.959999999977
MARTIGNETTI COMPANIES,4425,13060,53.89,84.0,4526.759999999999,82.99,750.0,53.89,2640411.0,27861690.019999996,144929.24,7115.16,847.9,84.0,9.45,Peter Michael Belle Cote Cha,2588.4000000000005
MARTIGNETTI COMPANIES,4425,20162,7.43,609.0,4524.869999999997,17.99,750.0,7.43,2640411.0,27861690.019999996,144929.24,9642.639999999928,6818.209999999943,536.0,59.26999999999981,Hess Select Pnt Nr,5117.769999999931
MARTIGNETTI COMPANIES,4425,20598,10.88,415.0,4515.199999999999,15.99,750.0,10.88,2640411.0,27861690.019999996,144929.24,5996.249999999971,3917.5499999999756,375.0,41.5399999999999,Perez Cruz Cab Svgn Rsva,1481.049999999972
DIAGEO NORTH AMERICA INC   ,3960,823,20.43,221.0,4515.029999999999,27.99,1000.0,20.43,5459788.0,50959796.849999994,257032.07000000007,7557.29999999998,4114.529999999984,270.0,283.50000000000057,Johnnie Walker Red Label,3042.2699999999813
PERFECTA WINES             ,10754,42403,13.24,341.0,4514.840000000001,21.99,750.0,13.24,553116.0,5665501.530000001,28720.52,3738.299999999991,2638.7999999999947,170.0,18.829999999999977,Hendry Chard Napa Unoaked,-776.54000000001
CONSTELLATION BRANDS INC   ,1392,28266,5.36,842.0,4513.119999999995,9.99,1500.0,5.36,2325892.0,15573917.899999999,79528.99,7171.14999999993,3789.3099999999545,885.0,197.7599999999995,Nathanson Creek Wh Znfdl,2658.0299999999343
PALM BAY INTERNATIONAL INC ,6785,26679,6.53,690.0,4505.700000000001,9.99,375.0,6.53,375697.0,2693984.3300000005,13605.409999999998,2907.0899999999997,929.0700000000006,291.0,16.400000000000002,Mazzel Castello Fonterutoli,-1598.610000000001
PINE STATE TRADING CO      ,7153,19216,13.79,326.0,4495.54,19.99,750.0,13.79,424427.0,3129071.589999999,15884.819999999998,5695.039999999986,2232.819999999999,296.0,33.039999999999964,Chronic Cellars Sofa King,1199.4999999999864
MARTIGNETTI COMPANIES ,4425,42735,8.1,555.0,4495.499999999996,13.99,750.0,8.1,2640411.0,27861690.019999996,144929.24,6516.859999999953,4444.499999999961,514.0,56.939999999999884,Magnificent Wine Co House Re,2021.359999999957
BROWN-FORMAN CORP          ,1128,2033,5.96,754.0,4493.840000000002,7.99,750.0,5.96,1006122.0,13529433.080000006,68601.68000000001,671.1600000000005,575.2800000000004,84.0,66.24999999999997,Canadian Mist,-3822.680000000001
STATE WINE & SPIRITS   ,653,23797,8.84,508.0,4490.719999999998,14.99,750.0,8.84,154092.0,1529682.0400000003,8014.98,11937.809999999898,7001.609999999918,919.0,102.0299999999998,Mayu Carmenere Syrah,7447.089999999899
ULTRA BEVERAGE COMPANY LLP ,9165,25810,6.2,724.0,4488.8,8.99,750.0,6.2,1077527.0,13210613.930000002,68054.70000000003,4360.149999999975,2616.089999999988,485.0,53.79999999999989,La Croix Belle Champ du Coq,-128.6500000000251
PERFECTA WINES             ,10754,13606,26.2,171.0,4480.2,37.99,750.0,26.2,553116.0,5665501.530000001,28720.52,303.92,189.95000000000002,8.0,0.89,Neal Petite Syrah Rutherford,-4176.28
M S WALKER INC             ,9552,27747,31.03,144.0,4468.320000000001,44.99,750.0,31.03,1372841.0,10935817.3,55551.819999999985,1259.72,944.7900000000001,28.0,3.0900000000000003,Mayacamas 14 Chardonnay Mt V,-3208.6000000000004
M S WALKER INC             ,9552,13122,9.52,469.0,4464.879999999996,15.99,750.0,9.52,1372841.0,10935817.3,55551.819999999985,7275.259999999973,3314.8299999999826,474.0,52.82999999999993,La Cana Albarino,2810.3799999999774
WILLIAM GRANT & SONS INC   ,3664,2711,15.03,297.0,4463.910000000001,19.99,750.0,15.03,302685.0,5960744.350000001,30234.42000000001,9515.239999999929,8515.73999999993,476.0,375.7100000000015,Grant's Ale Cask Finish,5051.329999999928
PERFECTA WINES             ,10754,42934,8.21,543.0,4458.030000000002,11.99,750.0,8.21,553116.0,5665501.530000001,28720.52,6354.699999999992,995.1700000000006,530.0,59.510000000000005,Valckenberg Dornfelder,1896.66999999999
MARTIGNETTI COMPANIES,4425,26478,12.41,359.0,4455.190000000001,18.99,750.0,12.41,2640411.0,27861690.019999996,144929.24,5412.149999999982,2810.519999999992,285.0,31.709999999999948,Neveu Sancerre Cd Embouffant,956.9599999999809
MARTIGNETTI COMPANIES,4425,26105,24.32,183.0,4450.5599999999995,35.99,750.0,24.32,2640411.0,27861690.019999996,144929.24,6010.32999999999,2915.189999999995,167.0,18.589999999999993,Spottswoode Svgn Bl Napa Vly,1559.7699999999904
ULTRA BEVERAGE COMPANY LLP ,9165,24888,278.14,16.0,4450.24,439.99,750.0,278.14,1077527.0,13210613.930000002,68054.70000000003,9239.779999999997,6719.839999999997,22.0,2.42,Armand de Brignac Brut Rose,4789.539999999997
CRUSH WINES                ,90047,16309,16.54,269.0,4449.259999999999,25.99,750.0,16.54,26349.0,287189.89999999997,1457.7299999999998,6221.069999999984,3641.0799999999867,243.0,26.959999999999965,Mollydooker Two Left Feet,1771.809999999985
PERFECTA WINES             ,10754,27013,26.48,168.0,4448.640000000001,39.99,750.0,26.48,553116.0,5665501.530000001,28720.52,1599.6000000000001,759.8100000000001,40.0,4.45,Bouchard Aine & Fils Fixin,-2849.040000000001
MARTIGNETTI COMPANIES,4425,24288,7.14,623.0,4448.219999999999,10.99,750.0,7.14,2640411.0,27861690.019999996,144929.24,5934.599999999957,3769.5699999999674,540.0,59.909999999999876,Olivier & Lafont Ventoux Bl,1486.3799999999574
PERFECTA WINES             ,10754,15650,7.84,567.0,4445.28,11.99,750.0,7.84,553116.0,5665501.530000001,28720.52,4213.45999999998,2272.099999999997,354.0,39.32999999999992,Cuvee de Pena Rose,-231.82000000001972
CRUSH WINES                ,90047,23218,6.7,663.0,4442.099999999999,9.99,750.0,6.7,26349.0,287189.89999999997,1457.7299999999998,21428.550000000014,9810.179999999833,2145.0,239.10000000000323,Tangent Chard,16986.450000000015
MARTIGNETTI COMPANIES,4425,13064,56.77,78.0,4428.0599999999995,87.99,750.0,56.77,2640411.0,27861690.019999996,144929.24,2699.7300000000005,599.9399999999999,27.0,3.04,Peter Michael MaBelleFille C,-1728.329999999999
M S WALKER INC             ,9552,27749,26.31,168.0,4420.080000000001,39.99,750.0,26.31,1372841.0,10935817.3,55551.819999999985,319.92,159.96,8.0,0.89,Wind Gap 13 Syrah Sonoma,-4100.160000000001
FREDERICK WILDMAN & SONS   ,9744,45602,13.07,338.0,4417.660000000001,19.99,750.0,13.07,70932.0,759449.24,3999.9299999999994,4267.939999999982,2632.64999999999,306.0,33.94999999999994,Luigi Bosca RSV Pnt Nr,-149.72000000001844
TRINCHERO FAMILY ESTATES   ,8892,41032,11.56,382.0,4415.919999999998,16.99,750.0,11.56,352526.0,2252211.31,11595.970000000003,7118.80999999996,4859.139999999965,419.0,46.40999999999988,Folie A Deux Amador Znfdl,2702.889999999962
CHARLES JACQUIN ET CIE INC ,4380,26435,6.7,658.0,4408.599999999994,9.99,750.0,6.7,43947.0,329637.62,1675.3900000000008,4245.749999999968,3626.369999999967,425.0,46.819999999999844,Savory & James Fino Sherry,-162.85000000002583
TREASURY WINE ESTATES      ,9819,17945,6.53,674.0,4401.22,9.99,750.0,6.53,497770.0,2978686.399999999,14836.570000000005,9886.619999999912,6853.889999999922,738.0,81.76999999999985,Ch St Jean Soiree Red,5485.399999999911
E & J GALLO WINERY         ,3252,25958,5.4,815.0,4401.000000000001,7.99,750.0,5.4,1858260.0,12289608.089999998,61966.909999999996,6511.84999999996,3323.8399999999674,815.0,90.73999999999997,DarkHorse Rose,2110.8499999999594
MHW LTD                    ,6213,4696,13.17,334.0,4398.78,18.99,750.0,13.17,215201.0,1888333.0099999998,9621.580000000002,10761.759999999917,7054.319999999925,724.0,570.6800000000023,Blue Chair Bay Banana Rum,6362.979999999917
M S WALKER INC             ,9552,26592,13.07,336.0,4391.5199999999995,19.99,750.0,13.07,1372841.0,10935817.3,55551.819999999985,3558.219999999992,2098.9500000000003,178.0,19.769999999999975,Broadside Margarita 13 Cab S,-833.3000000000075
OLE SMOKY DISTILLERY LLC   ,6359,1762,14.07,312.0,4389.84,18.99,750.0,14.07,110162.0,387622.6899999999,1922.0,5779.62999999997,3974.689999999976,337.0,265.5899999999996,Ole Smoky Blue Flame,1389.78999999997
MARTIGNETTI COMPANIES,4425,33953,7.99,549.0,4386.510000000002,11.99,750.0,7.99,2640411.0,27861690.019999996,144929.24,7883.679999999934,5247.789999999945,632.0,69.97999999999979,L Bernard Cotes du Rhone,3497.169999999932
PALM BAY INTERNATIONAL INC ,6785,27095,20.4,215.0,4386.000000000001,29.99,750.0,20.4,375697.0,2693984.3300000005,13605.409999999998,4738.419999999996,1199.6000000000001,158.0,17.689999999999998,Bertani Villa Arvedi Amarone,352.4199999999955
MARTIGNETTI COMPANIES,4425,35380,8.6,510.0,4385.999999999997,15.99,750.0,8.6,2640411.0,27861690.019999996,144929.24,10495.919999999915,6300.14999999993,808.0,89.65999999999984,Liberty School Chard Cntrl C,6109.919999999917
ULTRA BEVERAGE COMPANY LLP ,9165,2049,20.28,216.0,4380.479999999999,27.99,750.0,20.28,1077527.0,13210613.930000002,68054.70000000003,251.91,195.93,9.0,7.090000000000001,Loch Lomond Single Grain Sco,-4128.569999999999
M S WALKER INC             ,9552,25690,11.68,375.0,4380.0,17.99,750.0,11.68,1372841.0,10935817.3,55551.819999999985,6746.249999999977,2698.4999999999927,375.0,41.84999999999994,Cepa 21 Ribera Duero 06 Tnto,2366.2499999999773
BACARDI USA INC            ,480,4025,1.37,3197.0,4379.889999999999,1.79,50.0,1.37,1427075.0,17624378.719999995,89286.26999999999,9732.230000000074,4585.97999999992,5437.0,279.6500000000052,Bacardi Oakheart Spiced Rum,5352.340000000075
ULTRA BEVERAGE COMPANY LLP ,9165,25738,24.99,175.0,4373.25,37.99,750.0,24.99,1077527.0,13210613.930000002,68054.70000000003,2355.3799999999987,1139.7,62.0,6.890000000000004,Mas De Daumas Gassac Red 13,-2017.8700000000013
MCCORMICK DISTILLING CO    ,5992,978,5.3,825.0,4372.499999999998,6.99,1000.0,5.3,29788.0,310552.86999999994,1567.85,6018.3899999999785,1712.550000000002,861.0,904.0499999999993,Ron Rio Silver Rum,1645.8899999999803
DIAGEO CHATEAU ESTATE WINES,1590,18822,13.33,328.0,4372.240000000001,19.99,750.0,13.33,187841.0,1365472.8299999996,7259.75,9084.579999999958,5516.319999999963,442.0,49.069999999999936,Sterling Carneros Pnt Nr,4712.339999999957
STATE WINE & SPIRITS   ,653,23801,10.66,410.0,4370.599999999999,19.99,750.0,10.66,154092.0,1529682.0400000003,8014.98,7867.079999999964,4285.319999999971,492.0,54.639999999999894,Boya Pnt Nr,3496.479999999964
E & J GALLO WINERY         ,3252,43193,5.19,842.0,4369.980000000004,7.99,750.0,5.19,1858260.0,12289608.089999998,61966.909999999996,7206.619999999934,3900.429999999954,838.0,93.10999999999987,Dancing Bull Zabaco Cab Svgn,2836.6399999999303
STE MICHELLE WINE ESTATES  ,8673,18565,5.95,734.0,4367.300000000001,11.99,750.0,5.95,419822.0,3086650.7,15919.700000000003,7962.729999999933,4054.679999999955,827.0,92.03999999999989,Red Diamond Pnt Nr,3595.429999999932
MARTIGNETTI COMPANIES,4425,25105,30.32,144.0,4366.080000000001,46.99,750.0,30.32,2640411.0,27861690.019999996,144929.24,6719.569999999989,3430.2699999999936,143.0,15.909999999999988,EnRoute Chard Brumaire RRV,2353.489999999988
MARTIGNETTI COMPANIES,4425,36483,39.99,109.0,4358.91,59.99,750.0,39.99,2640411.0,27861690.019999996,144929.24,6378.999999999993,4249.329999999993,100.0,11.089999999999995,Tommasi Amarone,2020.0899999999929
SWEETWATER FARM         ,172662,4215,19.4,224.0,4345.600000000001,25.99,750.0,19.4,1629.0,34708.030000000006,178.34,3352.709999999993,2702.959999999995,129.0,101.75000000000014,Kingfish Silver Rum,-992.8900000000081
M S WALKER INC             ,9552,10606,7.58,573.0,4343.340000000001,10.99,750.0,7.58,1372841.0,10935817.3,55551.819999999985,7521.449999999935,5143.519999999943,655.0,72.52999999999984,Parducci Cab Svgn,3178.109999999934
M S WALKER INC             ,9552,23420,8.27,525.0,4341.749999999996,12.99,750.0,8.27,1372841.0,10935817.3,55551.819999999985,7691.179999999942,5421.889999999945,582.0,64.35999999999981,Dom D'Andezon CdRhone Red,3349.4299999999457
MARTIGNETTI COMPANIES,4425,26852,32.89,132.0,4341.4800000000005,49.99,750.0,32.89,2640411.0,27861690.019999996,144929.24,1299.74,649.87,26.0,2.8899999999999992,Eric Kent Sascha Marie Pnt N,-3041.7400000000007
MARTIGNETTI COMPANIES,4425,15940,32.89,132.0,4341.4800000000005,49.99,750.0,32.89,2640411.0,27861690.019999996,144929.24,2999.3999999999965,2199.5599999999995,60.0,6.640000000000004,Bongiovanni Barolo,-1342.080000000004
PERFECTA WINES             ,10754,17020,7.14,608.0,4341.119999999999,10.99,750.0,7.14,553116.0,5665501.530000001,28720.52,6970.869999999941,4405.109999999955,613.0,67.95999999999987,Maipe Malbec Mendoza,2629.749999999942
DELICATO VINEYARDS INC     ,2242,15251,2.73,1588.0,4335.2400000000125,3.99,500.0,2.73,192642.0,1561444.6300000004,7982.649999999999,6802.949999999887,3594.9899999999197,1705.0,130.16999999999967,Bota Mini Cab Svgn,2467.7099999998745
BROWN-FORMAN CORP          ,1128,5005,33.57,129.0,4330.530000000001,44.99,1000.0,33.57,1006122.0,13529433.080000006,68601.68000000001,5803.70999999999,3689.179999999992,129.0,135.4499999999999,Woodford Reserve Derby,1473.1799999999894
ULTRA BEVERAGE COMPANY LLP ,9165,1073,25.73,168.0,4322.640000000001,34.99,750.0,25.73,1077527.0,13210613.930000002,68054.70000000003,0.0,0.0,0.0,0.0,0,-4322.640000000001
MARTIGNETTI COMPANIES,4425,37152,12.9,335.0,4321.500000000002,20.99,750.0,12.9,2640411.0,27861690.019999996,144929.24,7198.529999999977,3860.1499999999814,347.0,38.59999999999995,Montes Alpha Apalta Cab Svgn,2877.029999999975
TREASURY WINE ESTATES      ,9819,26058,9.93,435.0,4319.55,14.99,750.0,9.93,497770.0,2978686.399999999,14836.570000000005,6235.83999999998,2878.079999999989,416.0,46.32999999999995,Matua Rose Wine,1916.28999999998
E & J GALLO WINERY         ,3252,22395,59.99,72.0,4319.28,89.99,750.0,59.99,1858260.0,12289608.089999998,61966.909999999996,539.9399999999999,539.9399999999999,6.0,0.66,Allegrini La Poja,-3779.3399999999997
PALM BAY INTERNATIONAL INC ,6785,33206,10.66,405.0,4317.300000000002,15.99,750.0,10.66,375697.0,2693984.3300000005,13605.409999999998,6701.009999999969,3601.849999999981,399.0,44.30999999999992,Bodegas Faustino V RSV Rioj,2383.7099999999673
MARTIGNETTI COMPANIES,4425,24291,11.99,360.0,4316.400000000001,17.99,750.0,11.99,2640411.0,27861690.019999996,144929.24,14050.18999999993,6692.279999999944,781.0,86.95999999999988,Dom Fond Croze La Croix Coq,9733.789999999928
LAIRD & CO                 ,4848,5245,71.94,60.0,4316.4,99.99,750.0,71.94,21422.0,203011.58,1043.69,999.9,999.9,10.0,7.9,Le Reviseur XO Cognac,-3316.4999999999995
VINEXTRA INC               ,90010,27558,35.94,120.0,4312.799999999998,54.99,750.0,35.94,8530.0,102639.51,524.9400000000002,2651.519999999999,1817.67,48.0,5.32,Donatella Cinelli Colombini,-1661.2799999999993
PERFECTA WINES             ,10754,25201,12.41,347.0,4306.27,18.99,750.0,12.41,553116.0,5665501.530000001,28720.52,6589.529999999973,3722.0399999999813,347.0,38.50999999999992,Ch Croix de Jaugue St Emilio,2283.259999999973
PERNOD RICARD USA          ,17035,36859,6.62,650.0,4303.000000000001,12.99,750.0,6.62,1647558.0,24124091.56,123780.21999999997,7065.189999999945,3914.2899999999668,681.0,75.66999999999989,Brancott Pnt Nr Marlboro,2762.189999999944
PINE STATE TRADING CO      ,7153,8254,9.53,451.0,4298.029999999999,14.49,1500.0,9.53,424427.0,3129071.589999999,15884.819999999998,6563.96999999997,3636.989999999977,453.0,101.07999999999994,Mateus Rose,2265.9399999999714
MARTIGNETTI COMPANIES,4425,23114,26.84,160.0,4294.4,39.99,750.0,26.84,2640411.0,27861690.019999996,144929.24,6038.489999999988,4318.919999999988,151.0,16.67999999999999,Patz & Hall Pnt Nr Sonoma Cs,1744.0899999999883
CONSTELLATION BRANDS INC   ,1392,17912,6.16,697.0,4293.520000000002,8.99,750.0,6.16,2325892.0,15573917.899999999,79528.99,6779.849999999935,4720.029999999941,715.0,79.19999999999982,Thorny Rose Cab Svgn,2486.3299999999326
MCCORMICK DISTILLING CO    ,5992,2440,13.17,326.0,4293.42,19.99,750.0,13.17,29788.0,310552.86999999994,1567.85,9832.569999999914,7671.039999999919,643.0,507.20000000000294,Platte Valley Fireshine,5539.149999999914
TREASURY WINE ESTATES      ,9819,12450,5.22,822.0,4290.839999999999,7.99,750.0,5.22,497770.0,2978686.399999999,14836.570000000005,8085.279999999937,4118.489999999951,872.0,97.0399999999999,Cellar No 8 Pnt Nr,3794.4399999999378
